,b0,b1,b2,b3,dt,stationId,w
16153,78,77,75,68,2017-08-21 09:44:14.464,480049000c51343334363138,0
16154,80,78,76,69,2017-08-21 13:54:13.620,480049000c51343334363138,0
16155,84,78,73,67,2017-08-21 18:04:11.908,480049000c51343334363138,0
16156,78,78,74,67,2017-08-21 21:49:10.474,480049000c51343334363138,0
16157,82,78,76,68,2017-08-12 18:30:05.948,480049000c51343334363138,0
16158,81,81,76,69,2017-08-12 22:40:04.382,480049000c51343334363138,0
16159,85,79,76,69,2017-08-13 02:50:03.892,480049000c51343334363138,0
16160,80,78,76,69,2017-08-13 07:00:03.092,480049000c51343334363138,0
16161,78,77,75,68,2017-08-13 12:00:01.359,480049000c51343334363138,0
16162,83,79,76,68,2017-08-13 16:10:01.202,480049000c51343334363138,0
16163,82,77,75,68,2017-08-13 20:19:59.573,480049000c51343334363138,0
16164,82,79,78,70,2017-08-14 00:29:59.243,480049000c51343334363138,0
16165,81,78,77,69,2017-08-14 04:39:58.171,480049000c51343334363138,0
16166,79,78,77,70,2017-08-14 08:49:56.216,480049000c51343334363138,0
16167,79,77,75,68,2017-08-14 12:59:54.613,480049000c51343334363138,0
16168,78,78,75,68,2017-08-14 17:09:54.469,480049000c51343334363138,0
16169,78,77,74,68,2017-08-14 21:19:53.999,480049000c51343334363138,0
16170,83,79,76,69,2017-08-15 01:29:51.895,480049000c51343334363138,0
16171,81,78,77,69,2017-08-15 05:39:51.877,480049000c51343334363138,0
16172,79,77,76,69,2017-08-15 09:49:49.164,480049000c51343334363138,0
16173,78,77,76,69,2017-08-15 13:59:49.325,480049000c51343334363138,0
16174,79,77,74,68,2017-08-15 18:09:47.407,480049000c51343334363138,0
16175,79,77,74,68,2017-08-15 22:19:47.254,480049000c51343334363138,0
16176,84,79,76,69,2017-08-16 02:29:45.304,480049000c51343334363138,0
16177,79,78,76,69,2017-08-16 06:39:44.713,480049000c51343334363138,0
16178,79,78,77,70,2017-08-16 10:49:44.548,480049000c51343334363138,0
16179,79,78,76,68,2017-08-16 14:59:43.109,480049000c51343334363138,0
16180,78,77,73,67,2017-08-16 19:09:42.936,480049000c51343334363138,0
16181,79,78,75,68,2017-08-16 23:19:41.300,480049000c51343334363138,0
16182,82,78,76,69,2017-08-17 03:29:41.199,480049000c51343334363138,0
16183,78,78,77,69,2017-08-17 07:39:39.763,480049000c51343334363138,0
16184,78,77,76,69,2017-08-17 11:49:38.511,480049000c51343334363138,0
16185,79,77,74,67,2017-08-17 15:59:36.565,480049000c51343334363138,0
16186,79,78,76,69,2017-08-17 20:09:34.791,480049000c51343334363138,0
16187,79,78,78,70,2017-08-18 00:19:34.027,480049000c51343334363138,0
16188,82,78,76,69,2017-08-18 04:29:32.716,480049000c51343334363138,0
16189,79,77,76,69,2017-08-18 08:39:33.521,480049000c51343334363138,0
16190,86,81,80,72,2017-08-18 12:49:32.896,480049000c51343334363138,0
16191,82,79,74,67,2017-08-18 16:59:30.806,480049000c51343334363138,0
16192,78,77,73,67,2017-08-18 21:09:29.513,480049000c51343334363138,0
16193,82,79,76,69,2017-08-19 01:19:27.628,480049000c51343334363138,0
16194,79,78,77,69,2017-08-19 05:29:27.748,480049000c51343334363138,0
16195,78,77,76,69,2017-08-19 09:39:25.957,480049000c51343334363138,0
16196,84,81,80,70,2017-08-19 13:49:25.182,480049000c51343334363138,0
16197,84,80,74,67,2017-08-19 17:59:24.734,480049000c51343334363138,0
16198,79,78,76,69,2017-08-20 12:59:20.692,480049000c51343334363138,0
16199,82,81,76,67,2017-08-20 17:09:19.149,480049000c51343334363138,0
16200,82,80,75,67,2017-08-20 21:19:17.993,480049000c51343334363138,0
16201,84,80,78,69,2017-08-21 01:29:15.616,480049000c51343334363138,0
16202,81,78,77,70,2017-08-21 05:39:16.220,480049000c51343334363138,0
16203,79,77,75,68,2017-08-21 09:49:15.252,480049000c51343334363138,0
16204,80,78,76,69,2017-08-21 13:59:12.887,480049000c51343334363138,0
16205,84,77,73,67,2017-08-21 18:09:11.298,480049000c51343334363138,0
16206,78,78,74,67,2017-08-21 21:54:11.266,480049000c51343334363138,0
16207,85,79,76,68,2017-08-12 18:35:04.853,480049000c51343334363138,0
16208,81,81,78,69,2017-08-12 22:45:04.254,480049000c51343334363138,0
16209,85,79,77,69,2017-08-13 02:55:02.616,480049000c51343334363138,0
16210,80,78,77,69,2017-08-13 07:05:02.449,480049000c51343334363138,0
16211,78,77,75,68,2017-08-13 12:05:00.375,480049000c51343334363138,0
16212,82,78,75,68,2017-08-13 16:14:59.447,480049000c51343334363138,0
16213,80,77,74,68,2017-08-13 20:24:58.952,480049000c51343334363138,0
16214,81,80,79,70,2017-08-14 00:34:57.803,480049000c51343334363138,0
16215,82,78,76,69,2017-08-14 04:44:56.372,480049000c51343334363138,0
16216,79,78,77,69,2017-08-14 08:54:55.434,480049000c51343334363138,0
16217,78,77,75,68,2017-08-14 13:04:55.398,480049000c51343334363138,0
16218,80,78,75,68,2017-08-14 17:14:55.072,480049000c51343334363138,0
16219,78,77,74,68,2017-08-14 21:24:52.217,480049000c51343334363138,0
16220,83,79,77,70,2017-08-15 01:34:51.587,480049000c51343334363138,0
16221,81,78,77,69,2017-08-15 05:44:50.160,480049000c51343334363138,0
16222,79,77,76,69,2017-08-15 09:54:50.515,480049000c51343334363138,0
16223,80,78,77,69,2017-08-15 14:04:50.129,480049000c51343334363138,0
16224,78,77,74,67,2017-08-15 18:14:47.104,480049000c51343334363138,0
16225,78,77,74,68,2017-08-15 22:24:47.772,480049000c51343334363138,0
16226,84,79,76,69,2017-08-16 02:34:46.465,480049000c51343334363138,0
16227,79,78,76,69,2017-08-16 06:44:44.533,480049000c51343334363138,0
16228,79,78,77,70,2017-08-16 10:54:44.718,480049000c51343334363138,0
16229,81,80,78,68,2017-08-16 15:04:42.432,480049000c51343334363138,0
16230,80,78,74,67,2017-08-16 19:14:43.294,480049000c51343334363138,0
16231,79,78,76,68,2017-08-16 23:24:41.193,480049000c51343334363138,0
16232,82,79,77,69,2017-08-17 03:34:40.709,480049000c51343334363138,0
16233,78,78,77,69,2017-08-17 07:44:39.117,480049000c51343334363138,0
16234,79,78,76,69,2017-08-17 11:54:36.915,480049000c51343334363138,0
16235,80,78,74,67,2017-08-17 16:04:37.986,480049000c51343334363138,0
16236,78,77,75,68,2017-08-17 20:14:35.120,480049000c51343334363138,0
16237,80,79,78,70,2017-08-18 00:24:34.463,480049000c51343334363138,0
16238,82,78,76,69,2017-08-18 04:34:33.028,480049000c51343334363138,0
16239,78,77,76,69,2017-08-18 08:44:31.779,480049000c51343334363138,0
16240,80,78,76,68,2017-08-18 12:54:32.333,480049000c51343334363138,0
16241,79,78,74,67,2017-08-18 17:04:30.304,480049000c51343334363138,0
16242,79,78,74,67,2017-08-18 21:14:30.304,480049000c51343334363138,0
16243,82,78,76,69,2017-08-19 01:24:28.389,480049000c51343334363138,0
16244,82,78,77,69,2017-08-19 05:34:27.424,480049000c51343334363138,0
16245,78,77,75,68,2017-08-19 09:44:25.343,480049000c51343334363138,0
16246,81,79,78,70,2017-08-19 13:54:26.141,480049000c51343334363138,0
16247,84,80,74,67,2017-08-19 18:04:24.595,480049000c51343334363138,0
16248,80,78,76,69,2017-08-20 13:04:20.553,480049000c51343334363138,0
16249,82,80,76,67,2017-08-20 17:14:19.009,480049000c51343334363138,0
16250,84,84,77,68,2017-08-20 21:24:18.471,480049000c51343334363138,0
16251,85,80,77,69,2017-08-21 01:34:16.232,480049000c51343334363138,0
16252,80,78,76,69,2017-08-21 05:44:15.924,480049000c51343334363138,0
16253,79,77,75,68,2017-08-21 09:54:13.718,480049000c51343334363138,0
16254,80,78,76,69,2017-08-21 14:04:12.709,480049000c51343334363138,0
16255,85,77,73,67,2017-08-21 18:14:12.080,480049000c51343334363138,0
16256,78,78,74,67,2017-08-21 21:59:11.098,480049000c51343334363138,0
16257,84,79,75,68,2017-08-12 18:40:04.665,480049000c51343334363138,0
16258,81,81,77,69,2017-08-12 22:50:04.423,480049000c51343334363138,0
16259,85,79,77,69,2017-08-13 03:00:02.768,480049000c51343334363138,0
16260,80,78,76,69,2017-08-13 07:10:02.771,480049000c51343334363138,0
16261,78,77,74,67,2017-08-13 12:10:00.255,480049000c51343334363138,0
16262,86,80,76,69,2017-08-13 16:20:01.348,480049000c51343334363138,0
16263,84,78,75,68,2017-08-13 20:29:59.573,480049000c51343334363138,0
16264,80,79,78,70,2017-08-14 00:39:57.958,480049000c51343334363138,0
16265,82,78,76,69,2017-08-14 04:49:57.160,480049000c51343334363138,0
16266,79,78,77,69,2017-08-14 08:59:55.902,480049000c51343334363138,0
16267,78,77,75,68,2017-08-14 13:09:54.600,480049000c51343334363138,0
16268,78,77,74,68,2017-08-14 17:19:55.118,480049000c51343334363138,0
16269,78,77,74,68,2017-08-14 21:29:54.629,480049000c51343334363138,0
16270,84,79,77,69,2017-08-15 01:39:51.876,480049000c51343334363138,0
16271,80,78,77,69,2017-08-15 05:49:52.043,480049000c51343334363138,0
16272,79,78,76,69,2017-08-15 09:59:50.957,480049000c51343334363138,0
16273,78,78,76,68,2017-08-15 14:09:48.554,480049000c51343334363138,0
16274,78,77,74,68,2017-08-15 18:19:47.911,480049000c51343334363138,0
16275,78,77,74,68,2017-08-15 22:29:47.449,480049000c51343334363138,0
16276,84,79,76,69,2017-08-16 02:39:46.962,480049000c51343334363138,0
16277,79,78,76,69,2017-08-16 06:49:44.512,480049000c51343334363138,0
16278,79,78,77,70,2017-08-16 10:59:43.731,480049000c51343334363138,0
16279,79,78,76,68,2017-08-16 15:09:43.557,480049000c51343334363138,0
16280,78,77,74,67,2017-08-16 19:19:41.215,480049000c51343334363138,0
16281,78,77,75,68,2017-08-16 23:29:40.243,480049000c51343334363138,0
16282,83,79,77,69,2017-08-17 03:39:41.355,480049000c51343334363138,0
16283,78,78,77,69,2017-08-17 07:49:38.453,480049000c51343334363138,0
16284,79,78,76,69,2017-08-17 11:59:37.026,480049000c51343334363138,0
16285,78,77,74,67,2017-08-17 16:09:37.197,480049000c51343334363138,0
16286,78,78,76,68,2017-08-17 20:19:35.422,480049000c51343334363138,0
16287,80,78,78,70,2017-08-18 00:29:35.893,480049000c51343334363138,0
16288,83,78,77,70,2017-08-18 04:39:33.636,480049000c51343334363138,0
16289,79,77,76,69,2017-08-18 08:49:32.552,480049000c51343334363138,0
16290,80,78,76,68,2017-08-18 12:59:32.537,480049000c51343334363138,0
16291,81,79,75,67,2017-08-18 17:09:31.881,480049000c51343334363138,0
16292,80,80,75,67,2017-08-18 21:19:29.019,480049000c51343334363138,0
16293,82,78,76,69,2017-08-19 01:29:28.041,480049000c51343334363138,0
16294,79,78,76,69,2017-08-19 05:39:27.274,480049000c51343334363138,0
16295,78,77,75,68,2017-08-19 09:49:27.391,480049000c51343334363138,0
16296,82,79,78,70,2017-08-19 13:59:24.388,480049000c51343334363138,0
16297,83,79,74,67,2017-08-19 18:09:25.733,480049000c51343334363138,0
16298,80,78,77,69,2017-08-20 13:09:19.935,480049000c51343334363138,0
16299,88,84,76,68,2017-08-20 17:19:19.165,480049000c51343334363138,0
16300,82,81,76,68,2017-08-20 21:29:18.782,480049000c51343334363138,0
16301,85,80,77,70,2017-08-21 01:39:15.937,480049000c51343334363138,0
16302,80,78,77,70,2017-08-21 05:49:15.136,480049000c51343334363138,0
16303,79,77,76,69,2017-08-21 09:59:13.493,480049000c51343334363138,0
16304,80,78,76,69,2017-08-21 14:09:13.505,480049000c51343334363138,0
16305,86,78,73,67,2017-08-21 18:19:11.599,480049000c51343334363138,0
16306,79,79,74,67,2017-08-21 22:04:11.914,480049000c51343334363138,0
16307,84,79,76,68,2017-08-12 18:45:05.475,480049000c51343334363138,0
16308,79,78,76,69,2017-08-12 22:55:03.747,480049000c51343334363138,0
16309,85,79,77,69,2017-08-13 03:05:02.601,480049000c51343334363138,0
16310,79,78,77,69,2017-08-13 07:15:01.829,480049000c51343334363138,0
16311,80,78,76,68,2017-08-13 12:15:00.081,480049000c51343334363138,0
16312,80,77,75,68,2017-08-13 16:25:00.540,480049000c51343334363138,0
16313,81,78,75,69,2017-08-13 20:34:58.285,480049000c51343334363138,0
16314,81,79,79,70,2017-08-14 00:44:58.954,480049000c51343334363138,0
16315,82,79,77,69,2017-08-14 04:54:56.367,480049000c51343334363138,0
16316,80,78,76,69,2017-08-14 09:04:56.042,480049000c51343334363138,0
16317,78,77,74,68,2017-08-14 13:14:54.444,480049000c51343334363138,0
16318,79,78,75,68,2017-08-14 17:24:54.475,480049000c51343334363138,0
16319,78,77,74,68,2017-08-14 21:34:54.291,480049000c51343334363138,0
16320,84,79,77,69,2017-08-15 01:44:51.765,480049000c51343334363138,0
16321,80,78,77,69,2017-08-15 05:54:51.711,480049000c51343334363138,0
16322,79,78,76,69,2017-08-15 10:04:49.202,480049000c51343334363138,0
16323,78,77,75,68,2017-08-15 14:14:50.291,480049000c51343334363138,0
16324,79,77,74,67,2017-08-15 18:24:47.231,480049000c51343334363138,0
16325,79,78,75,68,2017-08-15 22:34:46.916,480049000c51343334363138,0
16326,84,79,76,69,2017-08-16 02:44:46.822,480049000c51343334363138,0
16327,78,78,76,69,2017-08-16 06:54:46.173,480049000c51343334363138,0
16328,78,78,77,69,2017-08-16 11:04:44.407,480049000c51343334363138,0
16329,79,78,76,68,2017-08-16 15:14:42.991,480049000c51343334363138,0
16330,79,78,75,68,2017-08-16 19:24:42.860,480049000c51343334363138,0
16331,78,77,75,68,2017-08-16 23:34:41.978,480049000c51343334363138,0
16332,82,78,77,69,2017-08-17 03:44:41.173,480049000c51343334363138,0
16333,79,78,77,69,2017-08-17 07:54:38.312,480049000c51343334363138,0
16334,79,78,76,69,2017-08-17 12:04:38.312,480049000c51343334363138,0
16335,79,77,74,67,2017-08-17 16:14:36.095,480049000c51343334363138,0
16336,78,78,76,68,2017-08-17 20:24:35.260,480049000c51343334363138,0
16337,79,78,78,70,2017-08-18 00:34:35.282,480049000c51343334363138,0
16338,82,78,76,69,2017-08-18 04:44:33.661,480049000c51343334363138,0
16339,79,77,76,69,2017-08-18 08:54:33.322,480049000c51343334363138,0
16340,82,78,77,70,2017-08-18 13:04:31.259,480049000c51343334363138,0
16341,78,77,74,67,2017-08-18 17:14:31.135,480049000c51343334363138,0
16342,79,80,75,67,2017-08-18 21:24:30.299,480049000c51343334363138,0
16343,83,79,76,69,2017-08-19 01:34:29.811,480049000c51343334363138,0
16344,79,78,76,69,2017-08-19 05:44:26.425,480049000c51343334363138,0
16345,80,78,77,70,2017-08-19 09:54:27.441,480049000c51343334363138,0
16346,84,81,78,70,2017-08-19 14:04:25.207,480049000c51343334363138,0
16347,80,78,73,67,2017-08-19 18:14:25.505,480049000c51343334363138,0
16348,81,79,77,69,2017-08-20 13:14:20.666,480049000c51343334363138,0
16349,83,80,76,67,2017-08-20 17:24:18.020,480049000c51343334363138,0
16350,79,79,75,67,2017-08-20 21:34:18.318,480049000c51343334363138,0
16351,85,80,77,70,2017-08-21 01:44:17.363,480049000c51343334363138,0
16352,80,78,77,70,2017-08-21 05:54:14.984,480049000c51343334363138,0
16353,78,77,75,68,2017-08-21 10:04:13.680,480049000c51343334363138,0
16354,80,78,77,69,2017-08-21 14:14:12.894,480049000c51343334363138,0
16355,85,78,74,67,2017-08-21 18:24:12.085,480049000c51343334363138,0
16356,78,78,74,67,2017-08-21 22:09:10.290,480049000c51343334363138,0
16357,80,77,75,68,2017-08-12 18:50:05.021,480049000c51343334363138,0
16358,79,79,77,69,2017-08-12 23:00:03.912,480049000c51343334363138,0
16359,84,79,77,69,2017-08-13 03:10:03.894,480049000c51343334363138,0
16360,79,78,77,69,2017-08-13 07:20:02.289,480049000c51343334363138,0
16361,79,78,75,68,2017-08-13 12:20:00.205,480049000c51343334363138,0
16362,79,77,75,68,2017-08-13 16:30:00.052,480049000c51343334363138,0
16363,83,78,75,69,2017-08-13 20:39:59.090,480049000c51343334363138,0
16364,81,80,79,70,2017-08-14 00:49:58.309,480049000c51343334363138,0
16365,82,79,77,69,2017-08-14 04:59:58.130,480049000c51343334363138,0
16366,81,78,76,69,2017-08-14 09:09:56.536,480049000c51343334363138,0
16367,78,77,74,68,2017-08-14 13:19:54.777,480049000c51343334363138,0
16368,79,78,75,68,2017-08-14 17:29:53.503,480049000c51343334363138,0
16369,78,78,75,68,2017-08-14 21:39:52.237,480049000c51343334363138,0
16370,85,80,77,69,2017-08-15 01:49:53.020,480049000c51343334363138,0
16371,80,78,76,69,2017-08-15 05:59:50.935,480049000c51343334363138,0
16372,79,78,77,70,2017-08-15 10:09:50.459,480049000c51343334363138,0
16373,79,77,75,68,2017-08-15 14:19:49.467,480049000c51343334363138,0
16374,80,78,74,68,2017-08-15 18:29:48.088,480049000c51343334363138,0
16375,78,77,74,68,2017-08-15 22:39:46.602,480049000c51343334363138,0
16376,84,79,76,69,2017-08-16 02:49:46.605,480049000c51343334363138,0
16377,79,78,77,69,2017-08-16 06:59:44.816,480049000c51343334363138,0
16378,79,78,77,69,2017-08-16 11:09:45.201,480049000c51343334363138,0
16379,82,81,78,69,2017-08-16 15:19:44.245,480049000c51343334363138,0
16380,78,77,74,67,2017-08-16 19:29:42.961,480049000c51343334363138,0
16381,80,78,75,68,2017-08-16 23:39:41.657,480049000c51343334363138,0
16382,83,79,77,69,2017-08-17 03:49:39.409,480049000c51343334363138,0
16383,78,77,76,69,2017-08-17 07:59:37.979,480049000c51343334363138,0
16384,79,78,77,69,2017-08-17 12:09:37.339,480049000c51343334363138,0
16385,78,77,74,67,2017-08-17 16:19:37.832,480049000c51343334363138,0
16386,78,78,76,68,2017-08-17 20:29:34.977,480049000c51343334363138,0
16387,80,78,78,70,2017-08-18 00:39:35.577,480049000c51343334363138,0
16388,81,78,76,69,2017-08-18 04:49:33.030,480049000c51343334363138,0
16389,79,77,76,69,2017-08-18 08:59:31.610,480049000c51343334363138,0
16390,83,79,79,70,2017-08-18 13:09:30.960,480049000c51343334363138,0
16391,80,78,74,67,2017-08-18 17:19:31.387,480049000c51343334363138,0
16392,78,77,74,67,2017-08-18 21:29:29.028,480049000c51343334363138,0
16393,84,79,77,69,2017-08-19 01:39:28.063,480049000c51343334363138,0
16394,79,78,76,69,2017-08-19 05:49:27.711,480049000c51343334363138,0
16395,78,78,77,69,2017-08-19 09:59:25.638,480049000c51343334363138,0
16396,80,79,77,70,2017-08-19 14:09:26.029,480049000c51343334363138,0
16397,81,78,73,67,2017-08-19 18:19:23.642,480049000c51343334363138,0
16398,81,79,78,69,2017-08-20 13:19:18.664,480049000c51343334363138,0
16399,89,83,76,68,2017-08-20 17:29:18.470,480049000c51343334363138,0
16400,81,81,76,67,2017-08-20 21:39:17.494,480049000c51343334363138,0
16401,85,80,77,69,2017-08-21 01:49:15.271,480049000c51343334363138,0
16402,80,78,77,70,2017-08-21 05:59:15.787,480049000c51343334363138,0
16403,78,77,75,68,2017-08-21 10:09:14.456,480049000c51343334363138,0
16404,81,79,77,70,2017-08-21 14:19:12.057,480049000c51343334363138,0
16405,88,80,74,67,2017-08-21 18:29:12.205,480049000c51343334363138,0
16406,79,81,75,67,2017-08-21 22:14:10.795,480049000c51343334363138,0
16407,85,79,75,68,2017-08-12 18:55:06.135,480049000c51343334363138,0
16408,81,79,76,69,2017-08-12 23:05:05.977,480049000c51343334363138,0
16409,85,79,77,70,2017-08-13 03:15:04.222,480049000c51343334363138,0
16410,79,78,77,69,2017-08-13 07:25:02.639,480049000c51343334363138,0
16411,77,77,74,67,2017-08-13 12:25:01.014,480049000c51343334363138,0
16412,80,78,76,69,2017-08-13 16:34:59.455,480049000c51343334363138,0
16413,84,78,76,69,2017-08-13 20:44:58.431,480049000c51343334363138,0
16414,82,79,77,70,2017-08-14 00:54:58.463,480049000c51343334363138,0
16415,82,78,77,69,2017-08-14 05:04:58.155,480049000c51343334363138,0
16416,79,78,77,69,2017-08-14 09:14:57.346,480049000c51343334363138,0
16417,78,77,75,68,2017-08-14 13:24:56.074,480049000c51343334363138,0
16418,79,78,75,68,2017-08-14 17:34:54.632,480049000c51343334363138,0
16419,78,77,75,68,2017-08-14 21:44:54.024,480049000c51343334363138,0
16420,85,80,77,70,2017-08-15 01:54:52.838,480049000c51343334363138,0
16421,80,78,76,69,2017-08-15 06:04:50.909,480049000c51343334363138,0
16422,79,78,76,69,2017-08-15 10:14:50.770,480049000c51343334363138,0
16423,79,78,77,69,2017-08-15 14:24:49.866,480049000c51343334363138,0
16424,78,77,74,67,2017-08-15 18:34:49.046,480049000c51343334363138,0
16425,78,77,74,68,2017-08-15 22:44:47.925,480049000c51343334363138,0
16426,84,79,76,69,2017-08-16 02:54:44.890,480049000c51343334363138,0
16427,79,78,77,69,2017-08-16 07:04:46.126,480049000c51343334363138,0
16428,78,78,76,69,2017-08-16 11:14:43.436,480049000c51343334363138,0
16429,82,81,78,69,2017-08-16 15:24:43.432,480049000c51343334363138,0
16430,78,77,74,67,2017-08-16 19:34:41.500,480049000c51343334363138,0
16431,78,78,75,68,2017-08-16 23:44:40.041,480049000c51343334363138,0
16432,82,78,77,69,2017-08-17 03:54:40.503,480049000c51343334363138,0
16433,79,78,77,69,2017-08-17 08:04:38.438,480049000c51343334363138,0
16434,79,78,76,69,2017-08-17 12:14:38.489,480049000c51343334363138,0
16435,78,77,74,67,2017-08-17 16:24:36.106,480049000c51343334363138,0
16436,78,77,75,68,2017-08-17 20:34:36.266,480049000c51343334363138,0
16437,80,78,78,70,2017-08-18 00:44:35.927,480049000c51343334363138,0
16438,81,78,76,69,2017-08-18 04:54:33.214,480049000c51343334363138,0
16439,78,77,76,69,2017-08-18 09:04:32.580,480049000c51343334363138,0
16440,83,80,80,70,2017-08-18 13:14:30.623,480049000c51343334363138,0
16441,79,78,74,67,2017-08-18 17:24:30.624,480049000c51343334363138,0
16442,80,79,75,67,2017-08-18 21:34:28.727,480049000c51343334363138,0
16443,84,79,77,69,2017-08-19 01:44:28.007,480049000c51343334363138,0
16444,79,77,76,69,2017-08-19 05:54:26.625,480049000c51343334363138,0
16445,79,78,76,69,2017-08-19 10:04:25.967,480049000c51343334363138,0
16446,84,82,81,70,2017-08-19 14:14:24.870,480049000c51343334363138,2
16447,81,79,74,67,2017-08-19 18:24:25.067,480049000c51343334363138,0
16448,82,79,78,70,2017-08-20 13:24:18.462,480049000c51343334363138,0
16449,86,82,76,67,2017-08-20 17:34:18.025,480049000c51343334363138,0
16450,82,82,76,67,2017-08-20 21:44:16.884,480049000c51343334363138,0
16451,86,80,77,69,2017-08-21 01:54:15.945,480049000c51343334363138,0
16452,85,78,78,70,2017-08-21 06:04:15.654,480049000c51343334363138,0
16453,80,77,76,69,2017-08-21 10:14:14.911,480049000c51343334363138,0
16454,80,78,76,69,2017-08-21 14:24:13.834,480049000c51343334363138,0
16455,84,78,73,67,2017-08-21 18:34:11.430,480049000c51343334363138,0
16456,78,78,74,67,2017-08-21 22:19:10.154,480049000c51343334363138,0
16457,81,77,75,68,2017-08-12 19:00:04.540,480049000c51343334363138,0
16458,78,78,75,68,2017-08-12 23:10:03.897,480049000c51343334363138,0
16459,85,79,77,70,2017-08-13 03:20:03.096,480049000c51343334363138,0
16460,80,78,77,69,2017-08-13 07:30:02.456,480049000c51343334363138,0
16461,77,76,74,67,2017-08-13 12:30:01.344,480049000c51343334363138,0
16462,84,79,76,69,2017-08-13 16:40:01.023,480049000c51343334363138,0
16463,83,79,77,69,2017-08-13 20:49:59.271,480049000c51343334363138,0
16464,83,79,77,70,2017-08-14 00:59:58.806,480049000c51343334363138,0
16465,82,78,77,69,2017-08-14 05:09:58.016,480049000c51343334363138,0
16466,79,78,76,69,2017-08-14 09:19:57.200,480049000c51343334363138,0
16467,78,77,75,68,2017-08-14 13:29:54.781,480049000c51343334363138,0
16468,79,78,75,68,2017-08-14 17:39:54.769,480049000c51343334363138,0
16469,78,77,75,68,2017-08-14 21:49:52.667,480049000c51343334363138,0
16470,84,80,77,69,2017-08-15 01:59:51.240,480049000c51343334363138,0
16471,80,78,77,69,2017-08-15 06:09:50.140,480049000c51343334363138,0
16472,79,78,76,69,2017-08-15 10:19:53.222,480049000c51343334363138,0
16473,78,77,76,68,2017-08-15 14:29:50.184,480049000c51343334363138,0
16474,78,77,74,67,2017-08-15 18:39:47.431,480049000c51343334363138,0
16475,79,78,75,68,2017-08-15 22:49:48.249,480049000c51343334363138,0
16476,84,79,76,69,2017-08-16 02:59:46.795,480049000c51343334363138,0
16477,79,78,77,69,2017-08-16 07:09:44.538,480049000c51343334363138,0
16478,78,78,76,69,2017-08-16 11:19:45.179,480049000c51343334363138,0
16479,83,81,79,69,2017-08-16 15:29:43.260,480049000c51343334363138,0
16480,79,78,75,68,2017-08-16 19:39:41.667,480049000c51343334363138,0
16481,78,77,75,68,2017-08-16 23:49:40.714,480049000c51343334363138,0
16482,83,79,77,69,2017-08-17 03:59:40.223,480049000c51343334363138,0
16483,78,78,77,69,2017-08-17 08:09:38.754,480049000c51343334363138,0
16484,78,78,76,69,2017-08-17 12:19:37.271,480049000c51343334363138,0
16485,80,78,74,67,2017-08-17 16:29:36.875,480049000c51343334363138,0
16486,79,78,77,68,2017-08-17 20:39:36.518,480049000c51343334363138,0
16487,80,78,78,70,2017-08-18 00:49:35.116,480049000c51343334363138,0
16488,80,78,76,69,2017-08-18 04:59:33.034,480049000c51343334363138,0
16489,78,78,76,69,2017-08-18 09:09:32.399,480049000c51343334363138,0
16490,83,79,77,69,2017-08-18 13:19:30.467,480049000c51343334363138,0
16491,79,77,74,67,2017-08-18 17:29:31.378,480049000c51343334363138,0
16492,78,77,74,67,2017-08-18 21:39:29.029,480049000c51343334363138,0
16493,84,79,77,69,2017-08-19 01:49:28.691,480049000c51343334363138,0
16494,79,77,76,69,2017-08-19 05:59:27.559,480049000c51343334363138,0
16495,78,77,76,69,2017-08-19 10:09:27.078,480049000c51343334363138,0
16496,81,81,80,70,2017-08-19 14:19:26.001,480049000c51343334363138,0
16497,81,78,74,67,2017-08-19 18:29:23.481,480049000c51343334363138,0
16498,81,80,78,70,2017-08-20 13:29:18.332,480049000c51343334363138,0
16499,86,81,77,68,2017-08-20 17:39:18.997,480049000c51343334363138,0
16500,79,78,75,67,2017-08-20 21:49:17.031,480049000c51343334363138,0
16501,86,80,77,70,2017-08-21 01:59:16.378,480049000c51343334363138,0
16502,80,78,77,70,2017-08-21 06:09:15.447,480049000c51343334363138,0
16503,79,77,76,69,2017-08-21 10:19:14.147,480049000c51343334363138,0
16504,81,78,76,69,2017-08-21 14:29:13.176,480049000c51343334363138,0
16505,84,78,73,67,2017-08-21 18:39:11.779,480049000c51343334363138,0
16506,78,78,74,67,2017-08-21 22:24:10.463,480049000c51343334363138,0
16507,82,78,75,68,2017-08-12 19:05:05.316,480049000c51343334363138,0
16508,81,80,77,69,2017-08-12 23:15:04.861,480049000c51343334363138,0
16509,85,79,77,69,2017-08-13 03:25:04.371,480049000c51343334363138,0
16510,79,78,77,69,2017-08-13 07:35:01.976,480049000c51343334363138,0
16511,78,77,74,67,2017-08-13 12:35:01.632,480049000c51343334363138,0
16512,82,79,76,69,2017-08-13 16:45:00.405,480049000c51343334363138,0
16513,81,78,76,68,2017-08-13 20:54:58.958,480049000c51343334363138,0
16514,83,79,77,70,2017-08-14 01:04:59.106,480049000c51343334363138,0
16515,82,78,77,70,2017-08-14 05:14:56.833,480049000c51343334363138,0
16516,80,78,77,69,2017-08-14 09:24:57.318,480049000c51343334363138,0
16517,78,77,75,68,2017-08-14 13:34:55.230,480049000c51343334363138,0
16518,80,77,75,68,2017-08-14 17:44:53.310,480049000c51343334363138,0
16519,78,77,74,68,2017-08-14 21:54:53.038,480049000c51343334363138,0
