,b0,b1,b2,b3,dt,stationId,w
10819,82,82,79,71,2017-07-23 16:25:19.509,480049000c51343334363138,0
10820,82,79,77,69,2017-07-23 20:35:16.434,480049000c51343334363138,0
10821,79,79,77,70,2017-07-24 00:45:15.615,480049000c51343334363138,0
10822,83,78,76,69,2017-07-24 04:55:15.111,480049000c51343334363138,0
10823,80,77,76,69,2017-07-24 09:05:13.916,480049000c51343334363138,0
10824,79,78,78,70,2017-07-24 13:15:12.715,480049000c51343334363138,0
10825,83,80,77,69,2017-07-24 17:25:11.773,480049000c51343334363138,0
10826,78,77,74,68,2017-07-24 21:35:11.105,480049000c51343334363138,0
10827,80,78,76,69,2017-07-25 01:45:11.269,480049000c51343334363138,0
10828,81,79,77,70,2017-07-25 05:55:07.783,480049000c51343334363138,0
10829,78,77,76,69,2017-07-25 10:05:08.586,480049000c51343334363138,0
10830,80,79,78,69,2017-07-25 14:15:07.277,480049000c51343334363138,0
10831,81,78,74,68,2017-07-25 18:25:05.520,480049000c51343334363138,0
10832,81,79,75,68,2017-07-25 22:35:04.597,480049000c51343334363138,0
10833,83,78,76,69,2017-07-26 02:45:04.566,480049000c51343334363138,0
10834,79,78,76,69,2017-07-26 06:55:01.980,480049000c51343334363138,0
10835,79,78,75,69,2017-07-26 11:05:00.369,480049000c51343334363138,0
10836,79,77,75,68,2017-07-26 15:15:01.342,480049000c51343334363138,0
10837,80,77,75,68,2017-07-26 19:25:03.332,480049000c51343334363138,0
10838,78,77,75,69,2017-07-26 23:34:58.814,480049000c51343334363138,0
10839,84,79,76,69,2017-07-27 03:44:57.975,480049000c51343334363138,0
10840,78,78,76,69,2017-07-27 07:54:55.466,480049000c51343334363138,0
10841,80,78,76,69,2017-07-27 12:04:55.084,480049000c51343334363138,0
10842,79,77,75,68,2017-07-27 16:19:54.271,480049000c51343334363138,0
10843,78,76,73,67,2017-07-27 20:29:53.348,480049000c51343334363138,0
10844,78,78,76,69,2017-07-28 08:10:33.798,480049000c51343334363138,0
10845,80,80,79,70,2017-07-28 12:20:34.660,480049000c51343334363138,0
10846,79,77,73,67,2017-07-28 16:30:30.241,480049000c51343334363138,0
10847,83,77,74,68,2017-07-28 20:40:29.829,480049000c51343334363138,0
10848,79,78,76,70,2017-07-29 00:50:29.064,480049000c51343334363138,0
10849,85,79,76,69,2017-07-29 05:00:27.118,480049000c51343334363138,0
10850,79,78,76,69,2017-08-02 20:24:58.788,480049000c51343334363138,0
10851,82,79,78,70,2017-08-03 00:34:57.051,480049000c51343334363138,0
10852,80,78,76,69,2017-08-03 04:44:56.396,480049000c51343334363138,0
10853,78,78,76,69,2017-08-03 08:54:56.889,480049000c51343334363138,0
10854,85,78,76,69,2017-08-03 13:04:54.475,480049000c51343334363138,0
10855,79,77,75,68,2017-08-03 17:14:52.860,480049000c51343334363138,0
10856,79,77,75,68,2017-08-03 21:25:34.642,480049000c51343334363138,0
10857,78,71,71,57,2017-05-12 21:20:03.824,480049000c51343334363138,0
10858,81,79,79,70,2017-07-21 18:40:29.419,480049000c51343334363138,0
10859,78,78,75,69,2017-07-21 22:50:30.035,480049000c51343334363138,0
10860,85,79,76,70,2017-07-22 03:00:27.114,480049000c51343334363138,0
10861,79,78,76,69,2017-07-22 07:10:26.611,480049000c51343334363138,0
10862,78,78,77,70,2017-07-22 11:20:26.157,480049000c51343334363138,0
10863,82,80,79,70,2017-07-22 15:30:24.510,480049000c51343334363138,3
10864,80,79,78,70,2017-07-22 19:40:24.630,480049000c51343334363138,0
10865,78,77,76,69,2017-07-22 23:50:22.494,480049000c51343334363138,0
10866,84,79,77,70,2017-07-23 04:00:21.499,480049000c51343334363138,0
10867,78,78,76,69,2017-07-23 08:10:19.751,480049000c51343334363138,0
10868,78,77,75,69,2017-07-23 12:20:19.925,480049000c51343334363138,0
10869,80,79,77,69,2017-07-23 16:30:21.315,480049000c51343334363138,0
10870,79,78,77,69,2017-07-23 20:40:17.109,480049000c51343334363138,0
10871,79,79,78,70,2017-07-24 00:50:15.138,480049000c51343334363138,0
10872,82,78,76,69,2017-07-24 05:00:15.511,480049000c51343334363138,0
10873,78,77,75,69,2017-07-24 09:10:14.734,480049000c51343334363138,0
10874,79,78,77,69,2017-07-24 13:20:12.409,480049000c51343334363138,0
10875,78,77,75,68,2017-07-24 17:30:14.979,480049000c51343334363138,0
10876,79,78,75,68,2017-07-24 21:40:09.989,480049000c51343334363138,0
10877,82,78,76,69,2017-07-25 01:50:08.906,480049000c51343334363138,0
10878,80,78,76,69,2017-07-25 06:00:08.837,480049000c51343334363138,0
10879,78,77,76,69,2017-07-25 10:10:07.133,480049000c51343334363138,0
10880,79,78,78,69,2017-07-25 14:20:07.304,480049000c51343334363138,0
10881,80,78,74,68,2017-07-25 18:30:06.671,480049000c51343334363138,0
10882,77,77,74,68,2017-07-25 22:40:04.271,480049000c51343334363138,0
10883,83,78,76,69,2017-07-26 02:50:03.909,480049000c51343334363138,0
10884,79,77,76,69,2017-07-26 07:00:03.259,480049000c51343334363138,0
10885,78,77,75,69,2017-07-26 11:10:01.816,480049000c51343334363138,0
10886,79,77,75,68,2017-07-26 15:20:00.881,480049000c51343334363138,0
10887,80,77,75,68,2017-07-26 19:29:59.777,480049000c51343334363138,0
10888,78,77,75,69,2017-07-26 23:39:58.661,480049000c51343334363138,0
10889,83,79,76,69,2017-07-27 03:49:57.343,480049000c51343334363138,0
10890,78,77,76,69,2017-07-27 07:59:57.346,480049000c51343334363138,0
10891,81,80,78,70,2017-07-27 12:09:55.425,480049000c51343334363138,0
10892,78,77,74,68,2017-07-27 16:24:53.657,480049000c51343334363138,0
10893,79,76,74,67,2017-07-27 20:34:52.396,480049000c51343334363138,0
10894,78,78,76,69,2017-07-28 08:15:32.193,480049000c51343334363138,0
10895,79,78,77,69,2017-07-28 12:25:32.052,480049000c51343334363138,0
10896,78,76,73,67,2017-07-28 16:35:30.448,480049000c51343334363138,0
10897,85,77,75,69,2017-07-28 20:45:30.155,480049000c51343334363138,0
10898,81,80,77,71,2017-07-29 00:55:28.102,480049000c51343334363138,0
10899,84,80,77,70,2017-07-29 05:05:28.062,480049000c51343334363138,0
10900,80,78,76,69,2017-08-02 20:29:58.142,480049000c51343334363138,0
10901,83,79,78,70,2017-08-03 00:39:57.364,480049000c51343334363138,0
10902,80,78,76,69,2017-08-03 04:49:57.166,480049000c51343334363138,0
10903,78,78,76,69,2017-08-03 08:59:56.035,480049000c51343334363138,0
10904,85,78,76,69,2017-08-03 13:09:54.771,480049000c51343334363138,0
10905,79,78,75,68,2017-08-03 17:19:54.434,480049000c51343334363138,0
10906,78,77,74,68,2017-08-03 21:30:35.523,480049000c51343334363138,0
10907,75,71,71,57,2017-05-12 21:30:07.659,480049000c51343334363138,0
10908,81,79,77,69,2017-07-21 18:45:30.385,480049000c51343334363138,0
10909,79,78,76,69,2017-07-21 22:55:29.859,480049000c51343334363138,0
10910,85,79,76,69,2017-07-22 03:05:29.211,480049000c51343334363138,0
10911,79,77,76,69,2017-07-22 07:15:26.320,480049000c51343334363138,0
10912,78,78,77,70,2017-07-22 11:25:26.968,480049000c51343334363138,0
10913,83,81,80,71,2017-07-22 15:35:23.858,480049000c51343334363138,0
10914,79,78,77,69,2017-07-22 19:45:23.797,480049000c51343334363138,0
10915,78,77,75,68,2017-07-22 23:55:22.455,480049000c51343334363138,0
10916,83,78,76,69,2017-07-23 04:05:21.036,480049000c51343334363138,0
10917,79,78,76,69,2017-07-23 08:15:19.909,480049000c51343334363138,0
10918,78,77,76,68,2017-07-23 12:25:19.611,480049000c51343334363138,0
10919,88,81,80,71,2017-07-23 16:35:17.432,480049000c51343334363138,0
10920,78,78,76,68,2017-07-23 20:45:16.488,480049000c51343334363138,0
10921,79,79,77,70,2017-07-24 00:55:16.594,480049000c51343334363138,0
10922,83,78,76,69,2017-07-24 05:05:14.491,480049000c51343334363138,0
10923,78,77,76,69,2017-07-24 09:15:14.970,480049000c51343334363138,0
10924,79,78,77,69,2017-07-24 13:25:11.581,480049000c51343334363138,0
10925,81,81,77,69,2017-07-24 17:35:11.127,480049000c51343334363138,0
10926,78,77,75,68,2017-07-24 21:45:11.111,480049000c51343334363138,0
10927,82,79,76,69,2017-07-25 01:55:10.609,480049000c51343334363138,0
10928,79,78,76,69,2017-07-25 06:05:09.995,480049000c51343334363138,0
10929,79,78,76,70,2017-07-25 10:15:08.360,480049000c51343334363138,0
10930,80,78,77,69,2017-07-25 14:25:06.977,480049000c51343334363138,0
10931,81,78,74,68,2017-07-25 18:35:05.879,480049000c51343334363138,0
10932,78,77,74,68,2017-07-25 22:45:06.002,480049000c51343334363138,0
10933,84,78,76,69,2017-07-26 02:55:03.903,480049000c51343334363138,0
10934,79,78,76,69,2017-07-26 07:05:02.621,480049000c51343334363138,0
10935,78,77,75,68,2017-07-26 11:15:02.113,480049000c51343334363138,0
10936,80,77,75,68,2017-07-26 15:25:00.358,480049000c51343334363138,0
10937,80,77,75,68,2017-07-26 19:34:59.630,480049000c51343334363138,0
10938,78,77,75,68,2017-07-26 23:44:58.269,480049000c51343334363138,0
10939,84,79,76,70,2017-07-27 03:54:58.121,480049000c51343334363138,0
10940,78,78,76,69,2017-07-27 08:04:57.057,480049000c51343334363138,0
10941,78,78,76,69,2017-07-27 12:14:56.053,480049000c51343334363138,0
10942,79,77,74,68,2017-07-27 16:29:53.822,480049000c51343334363138,0
10943,79,77,74,68,2017-07-27 20:39:52.366,480049000c51343334363138,0
10944,81,78,76,69,2017-07-28 08:20:33.797,480049000c51343334363138,0
10945,78,77,76,69,2017-07-28 12:30:32.546,480049000c51343334363138,0
10946,80,77,74,68,2017-07-28 16:40:29.671,480049000c51343334363138,0
10947,81,77,74,68,2017-07-28 20:50:29.803,480049000c51343334363138,0
10948,79,78,76,70,2017-07-29 01:00:27.899,480049000c51343334363138,0
10949,84,79,76,70,2017-07-29 05:10:27.288,480049000c51343334363138,0
10950,78,77,75,68,2017-08-02 20:34:59.461,480049000c51343334363138,0
10951,82,79,78,70,2017-08-03 00:44:58.653,480049000c51343334363138,0
10952,80,78,76,69,2017-08-03 04:54:57.302,480049000c51343334363138,0
10953,78,78,76,69,2017-08-03 09:04:56.829,480049000c51343334363138,0
10954,86,79,78,69,2017-08-03 13:14:54.462,480049000c51343334363138,0
10955,80,77,75,68,2017-08-03 17:24:53.340,480049000c51343334363138,0
10956,78,77,75,68,2017-08-03 21:35:36.045,480049000c51343334363138,0
10957,75,70,70,56,2017-05-12 21:40:09.573,480049000c51343334363138,0
10958,79,79,78,69,2017-07-21 18:50:30.794,480049000c51343334363138,0
10959,78,78,76,69,2017-07-21 23:00:28.415,480049000c51343334363138,0
10960,85,79,77,70,2017-07-22 03:10:28.877,480049000c51343334363138,0
10961,78,78,76,70,2017-07-22 07:20:26.193,480049000c51343334363138,0
10962,78,78,77,70,2017-07-22 11:30:25.120,480049000c51343334363138,0
10963,82,79,78,70,2017-07-22 15:40:25.483,480049000c51343334363138,0
10964,82,81,80,71,2017-07-22 19:50:23.787,480049000c51343334363138,0
10965,78,77,76,69,2017-07-23 00:00:22.151,480049000c51343334363138,0
10966,84,79,76,69,2017-07-23 04:10:22.519,480049000c51343334363138,0
10967,79,78,76,68,2017-07-23 08:20:21.348,480049000c51343334363138,0
10968,78,77,75,68,2017-07-23 12:30:19.989,480049000c51343334363138,0
10969,83,81,79,70,2017-07-23 16:40:18.889,480049000c51343334363138,0
10970,78,77,76,68,2017-07-23 20:50:17.275,480049000c51343334363138,0
10971,80,79,77,70,2017-07-24 01:00:15.146,480049000c51343334363138,0
10972,82,78,76,69,2017-07-24 05:10:15.102,480049000c51343334363138,0
10973,78,77,75,69,2017-07-24 09:20:13.331,480049000c51343334363138,0
10974,80,78,77,70,2017-07-24 13:30:12.377,480049000c51343334363138,0
10975,83,80,76,68,2017-07-24 17:40:13.300,480049000c51343334363138,0
10976,78,77,75,68,2017-07-24 21:50:11.571,480049000c51343334363138,0
10977,83,78,76,69,2017-07-25 02:00:08.876,480049000c51343334363138,0
10978,79,78,76,69,2017-07-25 06:10:09.994,480049000c51343334363138,0
10979,78,78,76,69,2017-07-25 10:20:08.566,480049000c51343334363138,0
10980,82,80,79,70,2017-07-25 14:30:07.738,480049000c51343334363138,0
10981,79,77,74,67,2017-07-25 18:40:04.774,480049000c51343334363138,0
10982,78,77,74,68,2017-07-25 22:50:05.860,480049000c51343334363138,0
10983,84,78,76,69,2017-07-26 03:00:04.073,480049000c51343334363138,0
10984,78,78,76,69,2017-07-26 07:10:03.426,480049000c51343334363138,0
10985,79,77,75,68,2017-07-26 11:20:01.530,480049000c51343334363138,0
10986,78,77,75,68,2017-07-26 15:30:00.043,480049000c51343334363138,0
10987,79,77,75,68,2017-07-26 19:39:59.299,480049000c51343334363138,0
10988,78,77,75,68,2017-07-26 23:49:57.671,480049000c51343334363138,0
10989,84,80,77,70,2017-07-27 03:59:57.344,480049000c51343334363138,0
10990,78,77,76,69,2017-07-27 08:09:56.558,480049000c51343334363138,0
10991,78,77,75,68,2017-07-27 12:19:55.890,480049000c51343334363138,0
10992,79,77,75,68,2017-07-27 16:34:55.264,480049000c51343334363138,0
10993,79,76,74,67,2017-07-27 20:44:52.238,480049000c51343334363138,0
10994,84,78,76,69,2017-07-28 08:25:31.737,480049000c51343334363138,0
10995,78,77,75,68,2017-07-28 12:35:30.735,480049000c51343334363138,0
10996,85,79,74,68,2017-07-28 16:45:30.930,480049000c51343334363138,0
10997,80,77,74,68,2017-07-28 20:55:29.644,480049000c51343334363138,0
10998,80,78,76,70,2017-07-29 01:05:29.181,480049000c51343334363138,0
10999,84,79,76,70,2017-07-29 05:15:27.107,480049000c51343334363138,0
11000,78,78,76,69,2017-08-02 20:39:58.129,480049000c51343334363138,0
11001,83,79,78,70,2017-08-03 00:49:57.027,480049000c51343334363138,0
11002,79,78,76,69,2017-08-03 04:59:56.204,480049000c51343334363138,0
11003,78,77,76,69,2017-08-03 09:09:56.524,480049000c51343334363138,0
11004,85,78,77,69,2017-08-03 13:19:53.634,480049000c51343334363138,0
11005,79,77,75,68,2017-08-03 17:29:54.617,480049000c51343334363138,0
11006,82,77,75,68,2017-08-03 21:40:34.474,480049000c51343334363138,0
11007,77,71,71,57,2017-05-12 21:50:12.585,480049000c51343334363138,0
11008,79,78,76,69,2017-07-21 18:55:31.493,480049000c51343334363138,0
11009,78,77,75,69,2017-07-21 23:05:30.493,480049000c51343334363138,0
11010,86,79,76,70,2017-07-22 03:15:27.104,480049000c51343334363138,0
11011,78,78,76,69,2017-07-22 07:25:27.125,480049000c51343334363138,0
11012,78,78,76,69,2017-07-22 11:35:26.957,480049000c51343334363138,0
11013,80,79,79,70,2017-07-22 15:45:25.957,480049000c51343334363138,1
11014,80,79,78,70,2017-07-22 19:55:23.116,480049000c51343334363138,0
11015,78,77,75,68,2017-07-23 00:05:23.949,480049000c51343334363138,0
11016,83,78,76,69,2017-07-23 04:15:21.393,480049000c51343334363138,0
11017,78,77,75,68,2017-07-23 08:25:19.890,480049000c51343334363138,0
11018,78,77,76,69,2017-07-23 12:35:20.133,480049000c51343334363138,0
11019,78,78,76,69,2017-07-23 16:45:19.717,480049000c51343334363138,0
11020,79,78,77,69,2017-07-23 20:55:17.399,480049000c51343334363138,0
11021,80,79,77,70,2017-07-24 01:05:17.030,480049000c51343334363138,0
11022,82,78,76,69,2017-07-24 05:15:16.229,480049000c51343334363138,0
11023,78,77,76,69,2017-07-24 09:25:14.262,480049000c51343334363138,0
11024,78,77,75,68,2017-07-24 13:35:12.246,480049000c51343334363138,0
11025,80,80,76,68,2017-07-24 17:45:11.751,480049000c51343334363138,0
11026,78,77,75,68,2017-07-24 21:55:11.425,480049000c51343334363138,0
11027,83,79,76,69,2017-07-25 02:05:09.505,480049000c51343334363138,0
11028,79,78,76,69,2017-07-25 06:15:09.819,480049000c51343334363138,0
11029,78,78,76,69,2017-07-25 10:25:08.359,480049000c51343334363138,0
11030,84,81,80,70,2017-07-25 14:35:06.480,480049000c51343334363138,0
11031,81,77,74,68,2017-07-25 18:45:05.539,480049000c51343334363138,0
11032,79,77,74,68,2017-07-25 22:55:05.657,480049000c51343334363138,0
11033,87,78,76,69,2017-07-26 03:05:03.776,480049000c51343334363138,0
11034,78,78,76,69,2017-07-26 07:15:02.426,480049000c51343334363138,0
11035,78,77,75,69,2017-07-26 11:25:00.728,480049000c51343334363138,0
11036,80,78,75,68,2017-07-26 15:35:00.709,480049000c51343334363138,0
11037,79,77,75,68,2017-07-26 19:44:59.780,480049000c51343334363138,0
11038,78,77,76,69,2017-07-26 23:54:59.434,480049000c51343334363138,0
11039,85,80,77,70,2017-07-27 04:04:57.819,480049000c51343334363138,0
11040,78,77,76,69,2017-07-27 08:14:56.861,480049000c51343334363138,0
11041,79,78,76,69,2017-07-27 12:24:55.068,480049000c51343334363138,0
11042,78,77,74,68,2017-07-27 16:39:55.097,480049000c51343334363138,0
11043,78,76,73,67,2017-07-27 20:49:53.131,480049000c51343334363138,0
11044,84,78,76,69,2017-07-28 08:30:31.581,480049000c51343334363138,0
11045,78,77,76,68,2017-07-28 12:40:30.761,480049000c51343334363138,0
11046,79,77,74,68,2017-07-28 16:50:29.847,480049000c51343334363138,0
11047,82,77,75,68,2017-07-28 21:00:30.979,480049000c51343334363138,0
11048,82,78,76,70,2017-07-29 01:10:29.347,480049000c51343334363138,0
11049,84,79,76,69,2017-07-29 05:20:29.025,480049000c51343334363138,0
11050,79,77,76,69,2017-08-02 20:44:58.135,480049000c51343334363138,0
11051,84,80,78,70,2017-08-03 00:54:58.768,480049000c51343334363138,0
11052,80,78,76,69,2017-08-03 05:04:57.340,480049000c51343334363138,0
11053,78,77,76,69,2017-08-03 09:14:54.444,480049000c51343334363138,0
11054,86,79,78,69,2017-08-03 13:24:58.695,480049000c51343334363138,0
11055,79,77,75,68,2017-08-03 17:34:53.992,480049000c51343334363138,0
11056,79,77,75,69,2017-08-03 21:45:35.106,480049000c51343334363138,0
11057,77,74,72,57,2017-05-12 22:00:14.199,480049000c51343334363138,0
11058,80,79,77,69,2017-07-21 19:00:30.571,480049000c51343334363138,0
11059,78,78,76,69,2017-07-21 23:10:29.999,480049000c51343334363138,0
11060,85,79,77,70,2017-07-22 03:20:29.180,480049000c51343334363138,0
11061,78,77,76,69,2017-07-22 07:30:26.468,480049000c51343334363138,0
11062,78,78,77,69,2017-07-22 11:40:27.122,480049000c51343334363138,0
11063,83,81,79,72,2017-07-22 15:50:25.015,480049000c51343334363138,0
11064,82,80,78,71,2017-07-22 20:00:23.660,480049000c51343334363138,0
11065,78,78,76,69,2017-07-23 00:10:23.735,480049000c51343334363138,0
11066,84,79,77,70,2017-07-23 04:20:22.204,480049000c51343334363138,0
11067,78,77,75,68,2017-07-23 08:30:19.922,480049000c51343334363138,0
11068,78,78,76,69,2017-07-23 12:40:19.721,480049000c51343334363138,0
11069,81,82,81,73,2017-07-23 16:50:17.327,480049000c51343334363138,5
11070,79,78,76,68,2017-07-23 21:00:17.131,480049000c51343334363138,0
11071,81,79,77,70,2017-07-24 01:10:15.398,480049000c51343334363138,0
11072,82,78,76,69,2017-07-24 05:20:15.929,480049000c51343334363138,0
11073,78,77,75,68,2017-07-24 09:30:13.032,480049000c51343334363138,0
11074,79,78,77,69,2017-07-24 13:40:13.488,480049000c51343334363138,0
11075,79,79,76,68,2017-07-24 17:50:12.061,480049000c51343334363138,0
11076,78,77,75,68,2017-07-24 22:00:11.047,480049000c51343334363138,0
11077,84,79,76,69,2017-07-25 02:10:09.387,480049000c51343334363138,0
11078,79,78,76,70,2017-07-25 06:20:09.528,480049000c51343334363138,0
11079,78,78,76,69,2017-07-25 10:30:07.728,480049000c51343334363138,0
11080,82,80,78,69,2017-07-25 14:40:07.746,480049000c51343334363138,0
11081,80,77,74,68,2017-07-25 18:50:05.239,480049000c51343334363138,0
11082,78,77,75,68,2017-07-25 23:00:05.491,480049000c51343334363138,0
11083,84,78,76,69,2017-07-26 03:10:02.496,480049000c51343334363138,0
11084,78,78,76,69,2017-07-26 07:20:02.627,480049000c51343334363138,0
11085,78,77,75,68,2017-07-26 11:30:02.269,480049000c51343334363138,0
11086,79,78,75,68,2017-07-26 15:40:01.201,480049000c51343334363138,0
11087,80,77,75,68,2017-07-26 19:49:58.993,480049000c51343334363138,0
11088,78,77,75,69,2017-07-26 23:59:59.271,480049000c51343334363138,0
11089,83,78,76,69,2017-07-27 04:09:56.034,480049000c51343334363138,0
11090,78,78,76,69,2017-07-27 08:19:56.099,480049000c51343334363138,0
11091,78,77,75,68,2017-07-27 12:29:54.433,480049000c51343334363138,0
11092,81,77,75,68,2017-07-27 16:44:54.604,480049000c51343334363138,0
11093,84,77,74,68,2017-07-27 20:54:53.657,480049000c51343334363138,0
11094,84,78,77,70,2017-07-28 08:35:32.037,480049000c51343334363138,0
11095,80,78,76,69,2017-07-28 12:45:30.601,480049000c51343334363138,0
11096,79,77,74,68,2017-07-28 16:55:30.157,480049000c51343334363138,0
11097,81,77,75,68,2017-07-28 21:05:30.266,480049000c51343334363138,0
11098,83,79,76,70,2017-07-29 01:15:27.766,480049000c51343334363138,0
11099,83,78,76,69,2017-07-29 05:25:27.261,480049000c51343334363138,0
11100,79,78,76,69,2017-08-02 20:49:58.753,480049000c51343334363138,0
11101,84,79,78,70,2017-08-03 00:59:58.648,480049000c51343334363138,0
11102,79,78,76,69,2017-08-03 05:09:57.972,480049000c51343334363138,0
11103,78,77,76,69,2017-08-03 09:19:55.907,480049000c51343334363138,0
11104,89,79,77,69,2017-08-03 13:29:54.912,480049000c51343334363138,0
11105,81,78,76,69,2017-08-03 17:39:54.165,480049000c51343334363138,0
11106,78,77,75,69,2017-08-03 21:50:35.888,480049000c51343334363138,0
11107,79,74,73,58,2017-05-12 22:10:16.888,480049000c51343334363138,0
11108,79,77,75,69,2017-07-21 19:05:30.523,480049000c51343334363138,0
11109,79,78,77,70,2017-07-21 23:15:29.100,480049000c51343334363138,0
11110,85,79,76,70,2017-07-22 03:25:28.874,480049000c51343334363138,0
11111,78,78,76,69,2017-07-22 07:35:26.195,480049000c51343334363138,0
11112,78,78,77,69,2017-07-22 11:45:25.866,480049000c51343334363138,0
11113,82,78,77,70,2017-07-22 15:55:26.092,480049000c51343334363138,0
11114,79,78,76,69,2017-07-22 20:05:22.686,480049000c51343334363138,0
11115,78,77,76,69,2017-07-23 00:15:23.419,480049000c51343334363138,0
11116,83,79,76,69,2017-07-23 04:25:22.504,480049000c51343334363138,0
11117,78,77,75,68,2017-07-23 08:35:19.731,480049000c51343334363138,0
11118,78,78,76,69,2017-07-23 12:45:20.088,480049000c51343334363138,0
11119,78,78,76,69,2017-07-23 16:55:17.277,480049000c51343334363138,0
11120,79,78,76,68,2017-07-23 21:05:15.982,480049000c51343334363138,0
11121,81,78,77,70,2017-07-24 01:15:15.135,480049000c51343334363138,0
11122,81,78,76,69,2017-07-24 05:25:15.787,480049000c51343334363138,0
11123,78,77,75,68,2017-07-24 09:35:14.352,480049000c51343334363138,0
11124,78,77,76,69,2017-07-24 13:45:13.857,480049000c51343334363138,0
11125,81,79,76,68,2017-07-24 17:55:11.162,480049000c51343334363138,0
11126,79,78,76,68,2017-07-24 22:05:09.944,480049000c51343334363138,0
11127,83,79,76,69,2017-07-25 02:15:09.684,480049000c51343334363138,0
11128,79,78,76,70,2017-07-25 06:25:07.901,480049000c51343334363138,0
11129,78,78,76,69,2017-07-25 10:35:08.545,480049000c51343334363138,0
11130,81,80,78,69,2017-07-25 14:45:06.790,480049000c51343334363138,0
11131,81,78,74,68,2017-07-25 18:55:06.516,480049000c51343334363138,0
11132,78,77,74,68,2017-07-25 23:05:03.582,480049000c51343334363138,0
11133,84,78,76,69,2017-07-26 03:15:04.249,480049000c51343334363138,0
11134,79,78,76,69,2017-07-26 07:25:02.281,480049000c51343334363138,0
11135,78,77,75,68,2017-07-26 11:35:02.311,480049000c51343334363138,0
11136,80,78,75,68,2017-07-26 15:45:01.006,480049000c51343334363138,0
11137,80,77,76,69,2017-07-26 19:54:58.664,480049000c51343334363138,0
11138,78,77,75,69,2017-07-27 00:04:58.444,480049000c51343334363138,0
11139,83,79,76,70,2017-07-27 04:14:57.808,480049000c51343334363138,0
11140,78,78,76,69,2017-07-27 08:24:56.053,480049000c51343334363138,0
11141,78,77,75,68,2017-07-27 12:34:54.718,480049000c51343334363138,0
11142,79,77,74,68,2017-07-27 16:49:53.357,480049000c51343334363138,0
11143,80,77,74,68,2017-07-27 20:59:52.538,480049000c51343334363138,0
11144,83,78,77,69,2017-07-28 08:40:32.845,480049000c51343334363138,0
11145,81,80,79,70,2017-07-28 12:50:31.214,480049000c51343334363138,0
11146,78,77,74,68,2017-07-28 17:00:29.771,480049000c51343334363138,0
11147,78,77,74,68,2017-07-28 21:10:28.726,480049000c51343334363138,0
11148,80,78,76,70,2017-07-29 01:20:29.031,480049000c51343334363138,0
11149,84,78,76,69,2017-07-29 05:30:27.121,480049000c51343334363138,0
11150,79,78,76,69,2017-08-02 20:54:57.654,480049000c51343334363138,0
11151,84,80,78,70,2017-08-03 01:04:58.508,480049000c51343334363138,0
11152,79,78,76,69,2017-08-03 05:14:56.720,480049000c51343334363138,0
11153,78,77,76,69,2017-08-03 09:24:54.913,480049000c51343334363138,0
11154,87,80,79,71,2017-08-03 13:34:53.466,480049000c51343334363138,0
11155,79,77,75,68,2017-08-03 17:44:52.364,480049000c51343334363138,0
11156,78,77,75,68,2017-08-03 21:55:34.607,480049000c51343334363138,0
11157,77,71,71,57,2017-05-12 22:20:18.969,480049000c51343334363138,0
11158,80,79,77,70,2017-07-21 19:10:29.575,480049000c51343334363138,0
11159,80,79,77,70,2017-07-21 23:20:29.861,480049000c51343334363138,0
11160,84,79,77,70,2017-07-22 03:30:27.140,480049000c51343334363138,0
11161,78,77,76,69,2017-07-22 07:40:26.329,480049000c51343334363138,0
11162,79,78,77,70,2017-07-22 11:50:26.678,480049000c51343334363138,0
11163,82,80,79,71,2017-07-22 16:00:24.786,480049000c51343334363138,0
11164,79,78,77,69,2017-07-22 20:10:24.172,480049000c51343334363138,0
11165,78,78,76,69,2017-07-23 00:20:21.837,480049000c51343334363138,0
11166,84,79,76,70,2017-07-23 04:30:21.862,480049000c51343334363138,0
11167,78,77,75,68,2017-07-23 08:40:19.747,480049000c51343334363138,0
11168,79,78,77,70,2017-07-23 12:50:19.504,480049000c51343334363138,0
11169,84,80,80,71,2017-07-23 17:00:17.964,480049000c51343334363138,0
11170,81,80,78,70,2017-07-23 21:10:17.882,480049000c51343334363138,0
11171,82,79,77,70,2017-07-24 01:20:16.564,480049000c51343334363138,0
11172,81,78,76,69,2017-07-24 05:30:13.982,480049000c51343334363138,0
11173,78,77,75,68,2017-07-24 09:40:13.689,480049000c51343334363138,0
11174,79,78,76,69,2017-07-24 13:50:12.088,480049000c51343334363138,0
11175,78,77,74,68,2017-07-24 18:00:11.180,480049000c51343334363138,0
11176,78,77,75,68,2017-07-24 22:10:10.101,480049000c51343334363138,0
11177,83,79,76,69,2017-07-25 02:20:08.720,480049000c51343334363138,0
11178,79,78,76,69,2017-07-25 06:30:07.849,480049000c51343334363138,0
11179,78,78,76,69,2017-07-25 10:40:07.791,480049000c51343334363138,0
11180,78,77,75,68,2017-07-25 14:50:06.362,480049000c51343334363138,0
11181,83,78,74,68,2017-07-25 19:00:05.411,480049000c51343334363138,0
11182,78,77,74,68,2017-07-25 23:10:03.738,480049000c51343334363138,0
11183,84,78,76,69,2017-07-26 03:20:03.583,480049000c51343334363138,0
11184,78,77,76,69,2017-07-26 07:30:03.717,480049000c51343334363138,0
11185,79,78,77,69,2017-07-26 11:40:02.128,480049000c51343334363138,0
