File,Whistle,maxSNR1,bins1,maxSNR2,bins2,maxSNR3,bins3
2017-11-02T180500_0004e9e500057249_2.0.wav,1,18.28887,83,10.334527,1,6.80769,0
2017-11-02T182500_0004e9e500057249_2.0.wav,1,18.339767,36,10.229917,1,3.652726,0
2017-11-02T183000_0004e9e500057249_2.0.wav,1,42.950606,116,24.154406,26,15.012937,17
2017-11-02T185000_0004e9e500057249_2.0.wav,1,34.35443,146,19.183789,12,10.450951,2
2017-11-02T194500_0004e9e500057249_2.0.wav,1,25.051345,45,10.294387,2,7.2523,0
2017-11-02T195000_0004e9e500057249_2.0.wav,1,183.376304,86,99.797171,21,51.780014,27
2017-11-02T195500_0004e9e500057249_2.0.wav,1,92.684786,161,44.869898,81,29.84755,81
2017-11-02T200000_0004e9e500057249_2.0.wav,1,51.094909,175,27.740396,78,20.163221,78
2017-11-02T200500_0004e9e500057249_2.0.wav,1,53.179002,84,29.76835,10,16.702513,8
2017-11-02T202500_0004e9e500057249_2.0.wav,1,256.571218,342,114.691287,147,65.975424,159
2017-11-02T204000_0004e9e500057249_2.0.wav,1,122.751839,455,70.533024,214,51.202036,198
2017-11-02T204500_0004e9e500057249_2.0.wav,1,64.605294,399,43.449031,151,26.370305,113
2017-11-02T205000_0004e9e500057249_2.0.wav,1,72.935008,98,30.840738,29,17.997209,17
2017-11-02T210000_0004e9e500057249_2.0.wav,1,109.800038,58,45.333372,6,24.334983,6
2017-11-02T212500_0004e9e500057249_2.0.wav,1,66.554162,142,30.821777,25,16.077326,10
2017-11-02T213500_0004e9e500057249_2.0.wav,1,49.845693,167,27.4138,43,15.282481,27
2017-11-02T214000_0004e9e500057249_2.0.wav,1,79.072333,172,47.728957,52,19.120284,47
2017-11-02T214500_0004e9e500057249_2.0.wav,1,268.948355,70,92.946072,6,47.227052,10
2017-11-02T215000_0004e9e500057249_2.0.wav,1,75.351864,140,38.512957,34,18.733376,34
2017-11-02T220000_0004e9e500057249_2.0.wav,1,42.236659,116,28.311173,33,19.918427,24
2017-11-02T220500_0004e9e500057249_2.0.wav,1,83.763704,239,47.862303,68,23.637499,50
2017-11-02T221000_0004e9e500057249_2.0.wav,1,66.531687,147,34.034472,52,22.938993,44
2017-11-02T221500_0004e9e500057249_2.0.wav,1,89.519954,290,59.277163,83,22.422442,55
2017-11-02T222000_0004e9e500057249_2.0.wav,1,19.095565,52,11.533906,1,4.787039,0
2017-11-02T223000_0004e9e500057249_2.0.wav,1,109.612921,252,69.625819,146,49.699578,139
2017-11-02T223500_0004e9e500057249_2.0.wav,1,392.791877,1646,125.887334,645,76.799736,609
2017-11-02T224500_0004e9e500057249_2.0.wav,1,58.706447,39,27.493045,1,8.175603,0
2017-11-02T225000_0004e9e500057249_2.0.wav,1,46.015512,77,22.813671,17,14.499003,10
2017-11-03T003500_0004e9e500057249_2.0.wav,1,15.526108,23,7.829357,0,3.598271,0
2017-11-03T023500_0004e9e500057249_2.0.wav,1,16.104037,12,9.051524,0,3.268053,0
2017-11-03T030500_0004e9e500057249_2.0.wav,1,70.03562,210,47.333421,74,28.883886,64
2017-11-03T031500_0004e9e500057249_2.0.wav,1,32.038681,40,16.399295,6,8.940463,0
2017-11-03T032000_0004e9e500057249_2.0.wav,1,14.37078,14,9.111907,0,4.550402,0
2017-11-03T045500_0004e9e500057249_2.0.wav,1,86.211406,101,47.907303,27,32.542332,23
2017-11-03T050000_0004e9e500057249_2.0.wav,1,20.357653,10,11.427513,1,5.155002,0
2017-11-03T050500_0004e9e500057249_2.0.wav,1,73.712582,50,27.508494,5,13.331174,4
2017-11-03T060000_0004e9e500057249_2.0.wav,1,38.211179,34,20.261147,8,13.220088,5
2017-11-03T061000_0004e9e500057249_2.0.wav,1,31.274512,78,18.687625,14,10.734541,4
2017-11-03T061500_0004e9e500057249_2.0.wav,1,23.000449,33,12.666474,3,9.228666,0
2017-11-03T063000_0004e9e500057249_2.0.wav,1,15.444038,19,9.182514,0,5.175828,0
2017-11-03T064500_0004e9e500057249_2.0.wav,1,37.684585,112,17.863363,23,13.183603,7
2017-11-03T065500_0004e9e500057249_2.0.wav,1,17.442242,8,7.141268,0,3.115865,0
2017-11-03T081500_0004e9e500057249_2.0.wav,1,21.07661,52,13.489852,3,7.397243,0
2017-11-03T082000_0004e9e500057249_2.0.wav,1,38.222652,245,22.405073,56,15.705722,32
2017-11-03T091500_0004e9e500057249_2.0.wav,1,22.860922,39,14.796854,2,9.058207,0
2017-11-03T094500_0004e9e500057249_2.0.wav,1,16.017712,18,8.036716,0,5.03327,0
2017-11-03T100500_0004e9e500057249_2.0.wav,1,20.13761,29,9.311369,0,4.543525,0
2017-11-03T101000_0004e9e500057249_2.0.wav,1,13.012548,12,7.625661,0,3.302366,0
2017-11-03T101500_0004e9e500057249_2.0.wav,1,43.195492,149,30.177698,39,18.553854,17
2017-11-03T105000_0004e9e500057249_2.0.wav,1,16.325292,21,8.090856,0,3.798527,0
2017-11-03T112000_0004e9e500057249_2.0.wav,1,15.138109,25,8.375172,0,3.466273,0
2017-11-03T115500_0004e9e500057249_2.0.wav,1,14.138971,10,8.833094,0,3.070507,0
2017-11-03T120500_0004e9e500057249_2.0.wav,1,46.947551,110,20.971255,11,13.287072,8
2017-11-03T121000_0004e9e500057249_2.0.wav,1,33.532175,74,15.05289,5,9.602605,0
2017-11-03T121500_0004e9e500057249_2.0.wav,1,46.551882,36,25.651639,7,17.562552,8
2017-11-03T123000_0004e9e500057249_2.0.wav,1,18.374631,103,9.000573,0,5.186396,0
2017-11-03T140000_0004e9e500057249_2.0.wav,1,17.349544,71,10.724587,1,6.440475,0
2017-11-03T145000_0004e9e500057249_2.0.wav,1,14.976995,28,8.708403,0,3.717502,0
2017-11-03T145500_0004e9e500057249_2.0.wav,1,18.501732,50,8.931307,0,4.363244,0
